Name_1990,Name_2020,AGS_1990,AGS_1991,AGS_1992,AGS_1993,AGS_1994,AGS_1995,AGS_1996,AGS_1997,AGS_1998,AGS_1999,AGS_2000,AGS_2001,AGS_2002,AGS_2003,AGS_2004,AGS_2005,AGS_2006,AGS_2007,AGS_2008,AGS_2009,AGS_2010,AGS_2011,AGS_2012,AGS_2013,AGS_2014,AGS_2015,AGS_2016,AGS_2017,AGS_2018,AGS_2019,AGS_2020
Breest,Breest,13011050,13011050,13011050,13011050,13052012,13052012,13052012,13052012,13052012,13052012,13052012,13052012,13052012,13052012,13052012,13052012,13052012,13052012,13052012,13052012,13052012,13071017,13071017,13071017,13071017,13071017,13071017,13071017,13071017,13071017,13071017
Gnevkow,Gnevkow,13011070,13011070,13011070,13011070,13052024,13052024,13052024,13052024,13052024,13052024,13052024,13052024,13052024,13052024,13052024,13052024,13052024,13052024,13052024,13052024,13052024,13071041,13071041,13071041,13071041,13071041,13071041,13071041,13071041,13071041,13071041
Golchen,Golchen,13011080,13011080,13011080,13011080,13052025,13052025,13052025,13052025,13052025,13052025,13052025,13052025,13052025,13052025,13052025,13052025,13052025,13052025,13052025,13052025,13052025,13071044,13071044,13071044,13071044,13071044,13071044,13071044,13071044,13071044,13071044
Grapzow,Grapzow,13011090,13011090,13011090,13011090,13052029,13052029,13052029,13052029,13052029,13052029,13052029,13052029,13052029,13052029,13052029,13052029,13052029,13052029,13052029,13052029,13052029,13071049,13071049,13071049,13071049,13071049,13071049,13071049,13071049,13071049,13071049
Grischow,Grischow,13011100,13011100,13011100,13011100,13052030,13052030,13052030,13052030,13052030,13052030,13052030,13052030,13052030,13052030,13052030,13052030,13052030,13052030,13052030,13052030,13052030,13071050,13071050,13071050,13071050,13071050,13071050,13071050,13071050,13071050,13071050
Gross Teetzleben,Groß Teetzleben,13011110,13011110,13011110,13011110,13052032,13052032,13052032,13052032,13052032,13052032,13052032,13052032,13052032,13052032,13052032,13052032,13052032,13052032,13052032,13052032,13052032,13071057,13071057,13071057,13071057,13071057,13071057,13071057,13071057,13071057,13071057
Gueltz,Gültz,13011120,13011120,13011120,13011120,13052033,13052033,13052033,13052033,13052033,13052033,13052033,13052033,13052033,13052033,13052033,13052033,13052033,13052033,13052033,13052033,13052033,13071059,13071059,13071059,13071059,13071059,13071059,13071059,13071059,13071059,13071059
Knorrendorf,Knorrendorf,13011150,13011150,13011150,13011150,13052044,13052044,13052044,13052044,13052044,13052044,13052044,13052044,13052044,13052044,13052044,13052044,13052044,13052044,13052044,13052044,13052044,13071079,13071079,13071079,13071079,13071079,13071079,13071079,13071079,13071079,13071079
Kriesow,Kriesow,13011170,13011170,13011170,13011170,13052045,13052045,13052045,13052045,13052045,13052045,13052045,13052045,13052045,13052045,13052045,13052045,13052045,13052045,13052045,13052045,13052045,13071081,13071081,13071081,13071081,13071081,13071081,13071081,13071081,13071081,13071081
Moelln,Mölln,13011200,13011200,13011200,13011200,13052053,13052053,13052053,13052053,13052053,13052053,13052053,13052053,13052053,13052053,13052053,13052053,13052053,13052053,13052053,13052053,13052053,13071102,13071102,13071102,13071102,13071102,13071102,13071102,13071102,13071102,13071102
Pripsleben,Pripsleben,13011220,13011220,13011220,13011220,13052059,13052059,13052059,13052059,13052059,13052059,13052059,13052059,13052059,13052059,13052059,13052059,13052059,13052059,13052059,13052059,13052059,13071120,13071120,13071120,13071120,13071120,13071120,13071120,13071120,13071120,13071120
Reinberg,Wolde,13011230,13011230,13011230,13011230,13052061,13052061,13052061,13052061,13052088,13052088,13052088,13052088,13052088,13052088,13052088,13052088,13052088,13052088,13052088,13052088,13052088,13071163,13071163,13071163,13071163,13071163,13071163,13071163,13071163,13071163,13071163
Wolde,Wolde,13011320,13011320,13011320,13011320,13052088,13052088,13052088,13052088,13052088,13052088,13052088,13052088,13052088,13052088,13052088,13052088,13052088,13052088,13052088,13052088,13052088,13071163,13071163,13071163,13071163,13071163,13071163,13071163,13071163,13071163,13071163
Roeckwitz,Röckwitz,13011240,13011240,13011240,13011240,13052064,13052064,13052064,13052064,13052064,13052064,13052064,13052064,13052064,13052064,13052064,13052064,13052064,13052064,13052064,13052064,13052064,13071125,13071125,13071125,13071125,13071125,13071125,13071125,13071125,13071125,13071125
Rosenow,Rosenow,13011260,13011260,13011260,13011260,13052065,13052065,13052065,13052065,13052065,13052065,13052065,13052065,13052065,13052065,13052065,13052065,13052065,13052065,13052065,13052065,13052065,13071127,13071127,13071127,13071127,13071127,13071127,13071127,13071127,13071127,13071127
Siedenbollentin,Siedenbollentin,13011270,13011270,13011270,13011270,13052071,13052071,13052071,13052071,13052071,13052071,13052071,13052071,13052071,13052071,13052071,13052071,13052071,13052071,13052071,13052071,13052071,13071135,13071135,13071135,13071135,13071135,13071135,13071135,13071135,13071135,13071135
Tuetzpatz,Tützpatz,13011280,13011280,13011280,13011280,13052079,13052079,13052079,13052079,13052079,13052079,13052079,13052079,13052079,13052079,13052079,13052079,13052079,13052079,13052079,13052079,13052079,13071146,13071146,13071146,13071146,13071146,13071146,13071146,13071146,13071146,13071146
Burow,Burow,13011290,13011290,13011290,13011290,13052015,13052015,13052015,13052015,13052015,13052015,13052015,13052015,13052015,13052015,13052015,13052015,13052015,13052015,13052015,13052015,13052015,13071022,13071022,13071022,13071022,13071022,13071022,13071022,13071022,13071022,13071022
Werder,Werder,13011300,13011300,13011300,13011300,13052086,13052086,13052086,13052086,13052086,13052086,13052086,13052086,13052086,13052086,13052086,13052086,13052086,13052086,13052086,13052086,13052086,13071158,13071158,13071158,13071158,13071158,13071158,13071158,13071158,13071158,13071158
Wildberg,Wildberg,13011310,13011310,13011310,13011310,13052087,13052087,13052087,13052087,13052087,13052087,13052087,13052087,13052087,13052087,13052087,13052087,13052087,13052087,13052087,13052087,13052087,13071160,13071160,13071160,13071160,13071160,13071160,13071160,13071160,13071160,13071160
"Anklam, Stadt","Anklam, Stadt",13012020,13012020,13012020,13012020,13059002,13059002,13059002,13059002,13059002,13059002,13059002,13059002,13059002,13059002,13059002,13059002,13059002,13059002,13059002,13059002,13059002,13075005,13075005,13075005,13075005,13075005,13075005,13075005,13075005,13075005,13075005
Pelsin,"Anklam, Stadt",13012260,13012260,13012260,13012260,13059076,13059076,13059076,13059076,13059076,13059076,13059076,13059076,13059076,13059076,13059076,13059076,13059076,13059076,13059076,13059076,13059002,13075005,13075005,13075005,13075005,13075005,13075005,13075005,13075005,13075005,13075005
Bargischow,Bargischow,13012030,13012030,13012030,13012030,13059005,13059005,13059005,13059005,13059005,13059005,13059005,13059005,13059005,13059005,13059005,13059005,13059005,13059005,13059005,13059005,13059005,13075007,13075007,13075007,13075007,13075007,13075007,13075007,13075007,13075007,13075007
Blesewitz,Blesewitz,13012040,13012040,13012040,13012040,13059008,13059008,13059008,13059008,13059008,13059008,13059008,13059008,13059008,13059008,13059008,13059008,13059008,13059008,13059008,13059008,13059008,13075013,13075013,13075013,13075013,13075013,13075013,13075013,13075013,13075013,13075013
Boldekow,Boldekow,13012050,13012050,13012050,13012050,13059009,13059009,13059009,13059009,13059009,13059009,13059009,13059009,13059009,13059009,13059009,13059009,13059009,13059009,13059009,13059009,13059009,13075015,13075015,13075015,13075015,13075015,13075015,13075015,13075015,13075015,13075015
Zinzow,Boldekow,13012440,13012440,13012440,13012440,13059108,13059108,13059108,13059108,13059108,13059009,13059009,13059009,13059009,13059009,13059009,13059009,13059009,13059009,13059009,13059009,13059009,13075015,13075015,13075015,13075015,13075015,13075015,13075015,13075015,13075015,13075015
Putzar,Boldekow,13012280,13012280,13012280,13012280,13059080,13059080,13059080,13059080,13059080,13059080,13059080,13059080,13059080,13059080,13059080,13059080,13059080,13059080,13059080,13059080,13059080,13075112,13075015,13075015,13075015,13075015,13075015,13075015,13075015,13075015,13075015
Bugewitz,Bugewitz,13012060,13012060,13012060,13012060,13059013,13059013,13059013,13059013,13059013,13059013,13059013,13059013,13059013,13059013,13059013,13059013,13059013,13059013,13059013,13059013,13059013,13075020,13075020,13075020,13075020,13075020,13075020,13075020,13075020,13075020,13075020
Butzow,Butzow,13012070,13012070,13012070,13012070,13059015,13059015,13059015,13059015,13059015,13059015,13059015,13059015,13059015,13059015,13059015,13059015,13059015,13059015,13059015,13059015,13059015,13075022,13075022,13075022,13075022,13075022,13075022,13075022,13075022,13075022,13075022
Drewelow,Spantekow,13012080,13012080,13012080,13012080,13059020,13059020,13059020,13059020,13059020,13059020,13059020,13059020,13059020,13059020,13059020,13059020,13059020,13059020,13059020,13059091,13059091,13075127,13075127,13075127,13075127,13075127,13075127,13075127,13075127,13075127,13075127
Japenzin,Spantekow,13012130,13012130,13012130,13012130,13059034,13059034,13059034,13059034,13059034,13059034,13059034,13059034,13059034,13059034,13059034,13059034,13059034,13059034,13059034,13059091,13059091,13075127,13075127,13075127,13075127,13075127,13075127,13075127,13075127,13075127,13075127
Spantekow,Spantekow,13012370,13012370,13012370,13012370,13059091,13059091,13059091,13059091,13059091,13059091,13059091,13059091,13059091,13059091,13059091,13059091,13059091,13059091,13059091,13059091,13059091,13075127,13075127,13075127,13075127,13075127,13075127,13075127,13075127,13075127,13075127
Neuendorf B,Spantekow,13012230,13012230,13012230,13012230,13059072,13059072,13059072,13059072,13059072,13059072,13059072,13059072,13059072,13059072,13059072,13059072,13059072,13059072,13059072,13059072,13059072,13075100,13075127,13075127,13075127,13075127,13075127,13075127,13075127,13075127,13075127
Ducherow,Ducherow,13012090,13012090,13012090,13012090,13059021,13059021,13059021,13059021,13059021,13059021,13059021,13059021,13059021,13059021,13059021,13059021,13059021,13059021,13059021,13059021,13059021,13075029,13075029,13075029,13075029,13075029,13075029,13075029,13075029,13075029,13075029
Loewitz,Ducherow,13012180,13012180,13012180,13012180,13059054,13059054,13059054,13059054,13059054,13059054,13059054,13059054,13059054,13059054,13059054,13059054,13059054,13059054,13059054,13059021,13059021,13075029,13075029,13075029,13075029,13075029,13075029,13075029,13075029,13075029,13075029
Schwerinsburg,Ducherow,13012360,13012360,13012360,13012360,13059090,13059090,13059090,13059090,13059090,13059090,13059090,13059090,13059090,13059090,13059054,13059054,13059054,13059054,13059054,13059021,13059021,13075029,13075029,13075029,13075029,13075029,13075029,13075029,13075029,13075029,13075029
Rathebur,Ducherow,13012290,13012290,13012290,13012290,13059083,13059083,13059083,13059083,13059083,13059083,13059083,13059083,13059083,13059083,13059083,13059083,13059083,13059083,13059083,13059021,13059021,13075029,13075029,13075029,13075029,13075029,13075029,13075029,13075029,13075029,13075029
Neuendorf A,Ducherow,13038190,13038190,13038190,13038190,13059071,13059071,13059071,13059071,13059071,13059071,13059071,13059071,13059071,13059071,13059071,13059071,13059071,13059071,13059071,13059071,13059071,13075099,13075029,13075029,13075029,13075029,13075029,13075029,13075029,13075029,13075029
Gross Polzin,Groß Polzin,13012100,13012100,13012100,13012100,13059027,13059027,13059027,13059027,13059027,13059027,13059027,13059027,13059027,13059027,13059027,13059027,13059027,13059027,13059027,13059027,13059027,13075043,13075043,13075043,13075043,13075043,13075043,13075043,13075043,13075043,13075043
Iven,Iven,13012120,13012120,13012120,13012120,13059033,13059033,13059033,13059033,13059033,13059033,13059033,13059033,13059033,13059033,13059033,13059033,13059033,13059033,13059033,13059033,13059033,13075053,13075053,13075053,13075053,13075053,13075053,13075053,13075053,13075053,13075053
Klein Buenzow,Klein Bünzow,13012140,13012140,13012140,13012140,13059041,13059041,13059041,13059041,13059041,13059041,13059041,13059041,13059041,13059041,13059041,13059041,13059041,13059041,13059041,13059041,13059041,13075061,13075061,13075061,13075061,13075061,13075061,13075061,13075061,13075061,13075061
Krien,Krien,13012150,13012150,13012150,13012150,13059045,13059045,13059045,13059045,13059045,13059045,13059045,13059045,13059045,13059045,13059045,13059045,13059045,13059045,13059045,13059045,13059045,13075068,13075068,13075068,13075068,13075068,13075068,13075068,13075068,13075068,13075068
Krusenfelde,Krusenfelde,13012160,13012160,13012160,13012160,13059048,13059048,13059048,13059048,13059048,13059048,13059048,13059048,13059048,13059048,13059048,13059048,13059048,13059048,13059048,13059048,13059048,13075073,13075073,13075073,13075073,13075073,13075073,13075073,13075073,13075073,13075073
Liepen,Neetzow-Liepen,13012170,13012170,13012170,13012170,13059051,13059051,13059051,13059051,13059051,13059051,13059051,13059051,13059051,13059051,13059051,13059051,13059051,13059051,13059051,13059051,13059051,13075077,13075077,13075077,13075155,13075155,13075155,13075155,13075155,13075155,13075155
Neetzow,Neetzow-Liepen,13012210,13012210,13012210,13012210,13059066,13059066,13059066,13059066,13059066,13059066,13059066,13059066,13059066,13059066,13059066,13059066,13059066,13059066,13059066,13059066,13059066,13075096,13075096,13075096,13075155,13075155,13075155,13075155,13075155,13075155,13075155
Steinmocker,Neetzow-Liepen,13012380,13012380,13012380,13012380,13059092,13059092,13059092,13059092,13059092,13059066,13059066,13059066,13059066,13059066,13059066,13059066,13059066,13059066,13059066,13059066,13059066,13075096,13075096,13075096,13075155,13075155,13075155,13075155,13075155,13075155,13075155
Medow,Medow,13012190,13012190,13012190,13012190,13059060,13059060,13059060,13059060,13059060,13059060,13059060,13059060,13059060,13059060,13059060,13059060,13059060,13059060,13059060,13059060,13059060,13075088,13075088,13075088,13075088,13075088,13075088,13075088,13075088,13075088,13075088
Nerdin,Medow,13012220,13012220,13012220,13012220,13059068,13059068,13059068,13059068,13059068,13059068,13059068,13059068,13059068,13059068,13059060,13059060,13059060,13059060,13059060,13059060,13059060,13075088,13075088,13075088,13075088,13075088,13075088,13075088,13075088,13075088,13075088
Murchin,Murchin,13012200,13012200,13012200,13012200,13059065,13059065,13059065,13059065,13059065,13059065,13059065,13059065,13059065,13059065,13059065,13059065,13059065,13059065,13059065,13059065,13059065,13075094,13075094,13075094,13075094,13075094,13075094,13075094,13075094,13075094,13075094
Neuenkirchen,Neuenkirchen,13012240,13012240,13012240,13012240,13059073,13059073,13059073,13059073,13059073,13059073,13059073,13059073,13059073,13059073,13059073,13059073,13059073,13059073,13059073,13059073,13059073,13075101,13075101,13075101,13075101,13075101,13075101,13075101,13075101,13075101,13075101
Neu Kosenow,Neu Kosenow,13012250,13012250,13012250,13012250,13059070,13059070,13059070,13059070,13059070,13059070,13059070,13059070,13059070,13059070,13059070,13059070,13059070,13059070,13059070,13059070,13059070,13075098,13075098,13075098,13075098,13075098,13075098,13075098,13075098,13075098,13075098
Postlow,Postlow,13012270,13012270,13012270,13012270,13059077,13059077,13059077,13059077,13059077,13059077,13059077,13059077,13059077,13059077,13059077,13059077,13059077,13059077,13059077,13059077,13059077,13075110,13075110,13075110,13075110,13075110,13075110,13075110,13075110,13075110,13075110
Rossin,Rossin,13012310,13012310,13012310,13012310,13059084,13059084,13059084,13059084,13059084,13059084,13059084,13059084,13059084,13059084,13059084,13059084,13059084,13059084,13059084,13059084,13059084,13075116,13075116,13075116,13075116,13075116,13075116,13075116,13075116,13075116,13075116
